Title,Element Name,Data Value
Orderlies,Realistic,5.49
Orderlies,Investigative,2.21
Orderlies,Artistic,1
Orderlies,Social,4.34
Orderlies,Enterprising,1.22
Orderlies,Conventional,4.43
Psychiatric Aides,Realistic,3.63
Psychiatric Aides,Investigative,4.03
Psychiatric Aides,Artistic,1.81
Psychiatric Aides,Social,6.63
Psychiatric Aides,Enterprising,1.84
Psychiatric Aides,Conventional,3.97
Occupational Therapy Assistants,Realistic,3.65
Occupational Therapy Assistants,Investigative,3.47
Occupational Therapy Assistants,Artistic,2.14
Occupational Therapy Assistants,Social,6.27
Occupational Therapy Assistants,Enterprising,1.11
Occupational Therapy Assistants,Conventional,3.83
Occupational Therapy Aides,Realistic,3.91
Occupational Therapy Aides,Investigative,2.55
Occupational Therapy Aides,Artistic,1.69
Occupational Therapy Aides,Social,6
Occupational Therapy Aides,Enterprising,1.82
Occupational Therapy Aides,Conventional,3.72
Physical Therapist Assistants,Realistic,4.46
Physical Therapist Assistants,Investigative,3.65
Physical Therapist Assistants,Artistic,1.53
Physical Therapist Assistants,Social,6.41
Physical Therapist Assistants,Enterprising,1.35
Physical Therapist Assistants,Conventional,3.78
Physical Therapist Aides,Realistic,4.87
Physical Therapist Aides,Investigative,2.55
Physical Therapist Aides,Artistic,1.09
Physical Therapist Aides,Social,5.85
Physical Therapist Aides,Enterprising,2.04
Physical Therapist Aides,Conventional,3.88
Massage Therapists,Realistic,4.77
Massage Therapists,Investigative,3.86
Massage Therapists,Artistic,2.26
Massage Therapists,Social,5.75
Massage Therapists,Enterprising,2.07
Massage Therapists,Conventional,2.63
Dental Assistants,Realistic,4.49
Dental Assistants,Investigative,3.55
Dental Assistants,Artistic,1
Dental Assistants,Social,4.35
Dental Assistants,Enterprising,1.34
Dental Assistants,Conventional,5.46
Medical Assistants,Realistic,4.06
Medical Assistants,Investigative,3.8
Medical Assistants,Artistic,1
Medical Assistants,Social,4.81
Medical Assistants,Enterprising,1.98
Medical Assistants,Conventional,5.76
Medical Equipment Preparers,Realistic,6.81
Medical Equipment Preparers,Investigative,3.42
Medical Equipment Preparers,Artistic,1
Medical Equipment Preparers,Social,2.27
Medical Equipment Preparers,Enterprising,1
Medical Equipment Preparers,Conventional,5.53
Medical Transcriptionists,Realistic,2.46
Medical Transcriptionists,Investigative,3.58
Medical Transcriptionists,Artistic,1.75
Medical Transcriptionists,Social,3.69
Medical Transcriptionists,Enterprising,1.22
Medical Transcriptionists,Conventional,6.22
Pharmacy Aides,Realistic,3.63
Pharmacy Aides,Investigative,1.51
Pharmacy Aides,Artistic,1
Pharmacy Aides,Social,3.15
Pharmacy Aides,Enterprising,3.87
Pharmacy Aides,Conventional,6.83
Veterinary Assistants and Laboratory Animal Caretakers,Realistic,6.31
Veterinary Assistants and Laboratory Animal Caretakers,Investigative,4.24
Veterinary Assistants and Laboratory Animal Caretakers,Artistic,1
Veterinary Assistants and Laboratory Animal Caretakers,Social,3.49
Veterinary Assistants and Laboratory Animal Caretakers,Enterprising,1
Veterinary Assistants and Laboratory Animal Caretakers,Conventional,3.94
Phlebotomists,Realistic,5.55
Phlebotomists,Investigative,4.54
Phlebotomists,Artistic,1
Phlebotomists,Social,3.69
Phlebotomists,Enterprising,1.44
Phlebotomists,Conventional,5.43
Speech-Language Pathology Assistants,Realistic,2.26
Speech-Language Pathology Assistants,Investigative,4.38
Speech-Language Pathology Assistants,Artistic,2.84
Speech-Language Pathology Assistants,Social,5.53
Speech-Language Pathology Assistants,Enterprising,1.53
Speech-Language Pathology Assistants,Conventional,4.82
Endoscopy Technicians,Realistic,6.32
Endoscopy Technicians,Investigative,4.11
Endoscopy Technicians,Artistic,1
Endoscopy Technicians,Social,3.29
Endoscopy Technicians,Enterprising,1.05
Endoscopy Technicians,Conventional,4.92
First-Line Supervisors of Correctional Officers,Realistic,3.47
First-Line Supervisors of Correctional Officers,Investigative,1.81
First-Line Supervisors of Correctional Officers,Artistic,1
First-Line Supervisors of Correctional Officers,Social,4.58
First-Line Supervisors of Correctional Officers,Enterprising,6.42
First-Line Supervisors of Correctional Officers,Conventional,5.01
First-Line Supervisors of Police and Detectives,Realistic,3.31
First-Line Supervisors of Police and Detectives,Investigative,2.3
First-Line Supervisors of Police and Detectives,Artistic,1.1
First-Line Supervisors of Police and Detectives,Social,3.87
First-Line Supervisors of Police and Detectives,Enterprising,7
First-Line Supervisors of Police and Detectives,Conventional,5.17
First-Line Supervisors of Firefighting and Prevention Workers,Realistic,5.14
First-Line Supervisors of Firefighting and Prevention Workers,Investigative,2.25
First-Line Supervisors of Firefighting and Prevention Workers,Artistic,1
First-Line Supervisors of Firefighting and Prevention Workers,Social,3.72
First-Line Supervisors of Firefighting and Prevention Workers,Enterprising,6.15
First-Line Supervisors of Firefighting and Prevention Workers,Conventional,4.67
First-Line Supervisors of Security Workers,Realistic,4.16
First-Line Supervisors of Security Workers,Investigative,1.76
First-Line Supervisors of Security Workers,Artistic,1
First-Line Supervisors of Security Workers,Social,3.56
First-Line Supervisors of Security Workers,Enterprising,5.9
First-Line Supervisors of Security Workers,Conventional,5.16
Firefighters,Realistic,6.52
Firefighters,Investigative,2.91
Firefighters,Artistic,1.3
Firefighters,Social,3.4
Firefighters,Enterprising,3.01
Firefighters,Conventional,3.46
Fire Inspectors and Investigators,Realistic,5.44
Fire Inspectors and Investigators,Investigative,4.35
Fire Inspectors and Investigators,Artistic,1.03
Fire Inspectors and Investigators,Social,2.59
Fire Inspectors and Investigators,Enterprising,3.3
Fire Inspectors and Investigators,Conventional,5.18
Forest Fire Inspectors and Prevention Specialists,Realistic,6.19
Forest Fire Inspectors and Prevention Specialists,Investigative,3.67
Forest Fire Inspectors and Prevention Specialists,Artistic,1.19
Forest Fire Inspectors and Prevention Specialists,Social,3.33
Forest Fire Inspectors and Prevention Specialists,Enterprising,3.38
Forest Fire Inspectors and Prevention Specialists,Conventional,4.51
Bailiffs,Realistic,5.04
Bailiffs,Investigative,2.13
Bailiffs,Artistic,1
Bailiffs,Social,3.01
Bailiffs,Enterprising,3.83
Bailiffs,Conventional,4.88
Correctional Officers and Jailers,Realistic,5.35
Correctional Officers and Jailers,Investigative,1.71
Correctional Officers and Jailers,Artistic,1.01
Correctional Officers and Jailers,Social,3.89
Correctional Officers and Jailers,Enterprising,3.21
Correctional Officers and Jailers,Conventional,4.7
Detectives and Criminal Investigators,Realistic,4.18
Detectives and Criminal Investigators,Investigative,4.9
Detectives and Criminal Investigators,Artistic,1.2
Detectives and Criminal Investigators,Social,2.73
Detectives and Criminal Investigators,Enterprising,4.04
Detectives and Criminal Investigators,Conventional,4.83
Police Identification and Records Officers,Realistic,4.43
Police Identification and Records Officers,Investigative,3.87
Police Identification and Records Officers,Artistic,1.55
Police Identification and Records Officers,Social,2.04
Police Identification and Records Officers,Enterprising,3.05
Police Identification and Records Officers,Conventional,5.81
Intelligence Analysts,Realistic,2.35
Intelligence Analysts,Investigative,5.88
Intelligence Analysts,Artistic,2.18
Intelligence Analysts,Social,1.91
Intelligence Analysts,Enterprising,3.63
Intelligence Analysts,Conventional,5.51
Fish and Game Wardens,Realistic,6.36
Fish and Game Wardens,Investigative,3.9
Fish and Game Wardens,Artistic,1
Fish and Game Wardens,Social,2.33
Fish and Game Wardens,Enterprising,3.02
Fish and Game Wardens,Conventional,4.36
Parking Enforcement Workers,Realistic,6.35
Parking Enforcement Workers,Investigative,1.42
Parking Enforcement Workers,Artistic,1
Parking Enforcement Workers,Social,2.58
Parking Enforcement Workers,Enterprising,3.14
Parking Enforcement Workers,Conventional,5.47
Police and Sheriff's Patrol Officers,Realistic,5.37
Police and Sheriff's Patrol Officers,Investigative,2.75
Police and Sheriff's Patrol Officers,Artistic,1.07
Police and Sheriff's Patrol Officers,Social,3.43
Police and Sheriff's Patrol Officers,Enterprising,4.09
Police and Sheriff's Patrol Officers,Conventional,4.35
Customs and Border Protection Officers,Realistic,3.41
Customs and Border Protection Officers,Investigative,2.64
Customs and Border Protection Officers,Artistic,1
Customs and Border Protection Officers,Social,2.62
Customs and Border Protection Officers,Enterprising,4.32
Customs and Border Protection Officers,Conventional,5.27
Transit and Railroad Police,Realistic,5.87
Transit and Railroad Police,Investigative,2.42
Transit and Railroad Police,Artistic,1
Transit and Railroad Police,Social,2.55
Transit and Railroad Police,Enterprising,3.28
Transit and Railroad Police,Conventional,5.06
Animal Control Workers,Realistic,5.93
Animal Control Workers,Investigative,3.58
Animal Control Workers,Artistic,1
Animal Control Workers,Social,2.59
Animal Control Workers,Enterprising,2.11
Animal Control Workers,Conventional,3.85
Private Detectives and Investigators,Realistic,2.43
Private Detectives and Investigators,Investigative,3.92
Private Detectives and Investigators,Artistic,1.48
Private Detectives and Investigators,Social,2.84
Private Detectives and Investigators,Enterprising,4.12
Private Detectives and Investigators,Conventional,5.41
Gambling Surveillance Officers and Gambling Investigators,Realistic,4.22
Gambling Surveillance Officers and Gambling Investigators,Investigative,2.16
Gambling Surveillance Officers and Gambling Investigators,Artistic,1
Gambling Surveillance Officers and Gambling Investigators,Social,2.17
Gambling Surveillance Officers and Gambling Investigators,Enterprising,4.82
Gambling Surveillance Officers and Gambling Investigators,Conventional,5.64
Security Guards,Realistic,6.2
Security Guards,Investigative,2.2
Security Guards,Artistic,1
Security Guards,Social,2.78
Security Guards,Enterprising,2.95
Security Guards,Conventional,4.87
Crossing Guards and Flaggers,Realistic,5.86
Crossing Guards and Flaggers,Investigative,1.62
Crossing Guards and Flaggers,Artistic,1.15
Crossing Guards and Flaggers,Social,3.08
Crossing Guards and Flaggers,Enterprising,3.03
Crossing Guards and Flaggers,Conventional,3.55
Lifeguards - Ski Patrol - and Other Recreational Protective Service Workers,Realistic,6.38
Lifeguards - Ski Patrol - and Other Recreational Protective Service Workers,Investigative,2.24
Lifeguards - Ski Patrol - and Other Recreational Protective Service Workers,Artistic,1
Lifeguards - Ski Patrol - and Other Recreational Protective Service Workers,Social,4.16
Lifeguards - Ski Patrol - and Other Recreational Protective Service Workers,Enterprising,2.86
Lifeguards - Ski Patrol - and Other Recreational Protective Service Workers,Conventional,3.51
Transportation Security Screeners,Realistic,5.31
Transportation Security Screeners,Investigative,2.21
Transportation Security Screeners,Artistic,1
Transportation Security Screeners,Social,2.16
Transportation Security Screeners,Enterprising,2.49
Transportation Security Screeners,Conventional,5.67
School Bus Monitors,Realistic,3.49
School Bus Monitors,Investigative,1.54
School Bus Monitors,Artistic,1.73
School Bus Monitors,Social,5.25
School Bus Monitors,Enterprising,1.91
School Bus Monitors,Conventional,4.72
Retail Loss Prevention Specialists,Realistic,3.95
Retail Loss Prevention Specialists,Investigative,3.37
Retail Loss Prevention Specialists,Artistic,1
Retail Loss Prevention Specialists,Social,2.65
Retail Loss Prevention Specialists,Enterprising,4.72
Retail Loss Prevention Specialists,Conventional,5.71
Chefs and Head Cooks,Realistic,4.87
Chefs and Head Cooks,Investigative,1.61
Chefs and Head Cooks,Artistic,2.73
Chefs and Head Cooks,Social,2.95
Chefs and Head Cooks,Enterprising,5.16
Chefs and Head Cooks,Conventional,4.43
First-Line Supervisors of Food Preparation and Serving Workers,Realistic,4.16
First-Line Supervisors of Food Preparation and Serving Workers,Investigative,1.01
First-Line Supervisors of Food Preparation and Serving Workers,Artistic,1.01
First-Line Supervisors of Food Preparation and Serving Workers,Social,3.21
First-Line Supervisors of Food Preparation and Serving Workers,Enterprising,6.35
First-Line Supervisors of Food Preparation and Serving Workers,Conventional,5.47
Cooks - Fast Food,Realistic,6.12
Cooks - Fast Food,Investigative,1.26
Cooks - Fast Food,Artistic,1.86
Cooks - Fast Food,Social,2.5
Cooks - Fast Food,Enterprising,3.45
Cooks - Fast Food,Conventional,4.69
Cooks - Institution and Cafeteria,Realistic,5.93
Cooks - Institution and Cafeteria,Investigative,1.89
Cooks - Institution and Cafeteria,Artistic,1.98
Cooks - Institution and Cafeteria,Social,3.06
Cooks - Institution and Cafeteria,Enterprising,3.01
Cooks - Institution and Cafeteria,Conventional,4.41
Cooks - Private Household,Realistic,5.22
Cooks - Private Household,Investigative,1.39
Cooks - Private Household,Artistic,3.62
Cooks - Private Household,Social,3.65
Cooks - Private Household,Enterprising,3.43
Cooks - Private Household,Conventional,3.73
Cooks - Restaurant,Realistic,5.8
Cooks - Restaurant,Investigative,1.4
Cooks - Restaurant,Artistic,2.45
Cooks - Restaurant,Social,2.78
Cooks - Restaurant,Enterprising,3.84
Cooks - Restaurant,Conventional,4.26
Cooks - Short Order,Realistic,6.11
Cooks - Short Order,Investigative,1
Cooks - Short Order,Artistic,2.32
Cooks - Short Order,Social,3.2
Cooks - Short Order,Enterprising,3.53
Cooks - Short Order,Conventional,4.36
Food Preparation Workers,Realistic,6.47
Food Preparation Workers,Investigative,1.39
Food Preparation Workers,Artistic,1.75
Food Preparation Workers,Social,2.5
Food Preparation Workers,Enterprising,2.23
Food Preparation Workers,Conventional,4.26
Bartenders,Realistic,4.98
Bartenders,Investigative,1
Bartenders,Artistic,2.39
Bartenders,Social,3.53
Bartenders,Enterprising,3.79
Bartenders,Conventional,4.39
Fast Food and Counter Workers,Realistic,4.91
Fast Food and Counter Workers,Investigative,1
Fast Food and Counter Workers,Artistic,1.41
Fast Food and Counter Workers,Social,3.51
Fast Food and Counter Workers,Enterprising,3.52
Fast Food and Counter Workers,Conventional,4.86
Baristas,Realistic,5.08
Baristas,Investigative,1
Baristas,Artistic,2.6
Baristas,Social,3.74
Baristas,Enterprising,3.48
Baristas,Conventional,4.28
Waiters and Waitresses,Realistic,4.07
Waiters and Waitresses,Investigative,1
Waiters and Waitresses,Artistic,1.93
Waiters and Waitresses,Social,4.82
Waiters and Waitresses,Enterprising,4.15
Waiters and Waitresses,Conventional,4.53
Food Servers - Nonrestaurant,Realistic,5.02
Food Servers - Nonrestaurant,Investigative,1.41
Food Servers - Nonrestaurant,Artistic,2.06
Food Servers - Nonrestaurant,Social,4.13
Food Servers - Nonrestaurant,Enterprising,2.79
Food Servers - Nonrestaurant,Conventional,3.91
Dining Room and Cafeteria Attendants and Bartender Helpers,Realistic,5.61
Dining Room and Cafeteria Attendants and Bartender Helpers,Investigative,1
Dining Room and Cafeteria Attendants and Bartender Helpers,Artistic,1.02
Dining Room and Cafeteria Attendants and Bartender Helpers,Social,3.67
Dining Room and Cafeteria Attendants and Bartender Helpers,Enterprising,2.27
Dining Room and Cafeteria Attendants and Bartender Helpers,Conventional,4.6
Dishwashers,Realistic,6.98
Dishwashers,Investigative,1
Dishwashers,Artistic,1
Dishwashers,Social,1.84
Dishwashers,Enterprising,1.42
Dishwashers,Conventional,4.45
Hosts and Hostesses - Restaurant - Lounge - and Coffee Shop,Realistic,3.35
Hosts and Hostesses - Restaurant - Lounge - and Coffee Shop,Investigative,1
Hosts and Hostesses - Restaurant - Lounge - and Coffee Shop,Artistic,1.78
Hosts and Hostesses - Restaurant - Lounge - and Coffee Shop,Social,5.2
Hosts and Hostesses - Restaurant - Lounge - and Coffee Shop,Enterprising,4.19
Hosts and Hostesses - Restaurant - Lounge - and Coffee Shop,Conventional,3.84
First-Line Supervisors of Housekeeping and Janitorial Workers,Realistic,4.25
First-Line Supervisors of Housekeeping and Janitorial Workers,Investigative,1.18
First-Line Supervisors of Housekeeping and Janitorial Workers,Artistic,1
First-Line Supervisors of Housekeeping and Janitorial Workers,Social,3.55
First-Line Supervisors of Housekeeping and Janitorial Workers,Enterprising,5.72
First-Line Supervisors of Housekeeping and Janitorial Workers,Conventional,5.14
First-Line Supervisors of Landscaping - Lawn Service - and Groundskeeping Workers,Realistic,4.5
First-Line Supervisors of Landscaping - Lawn Service - and Groundskeeping Workers,Investigative,1.78
First-Line Supervisors of Landscaping - Lawn Service - and Groundskeeping Workers,Artistic,1.03
First-Line Supervisors of Landscaping - Lawn Service - and Groundskeeping Workers,Social,2.99
First-Line Supervisors of Landscaping - Lawn Service - and Groundskeeping Workers,Enterprising,6.11
First-Line Supervisors of Landscaping - Lawn Service - and Groundskeeping Workers,Conventional,5.21
Janitors and Cleaners - Except Maids and Housekeeping Cleaners,Realistic,6.76
Janitors and Cleaners - Except Maids and Housekeeping Cleaners,Investigative,1.09
Janitors and Cleaners - Except Maids and Housekeeping Cleaners,Artistic,1
Janitors and Cleaners - Except Maids and Housekeeping Cleaners,Social,2.08
Janitors and Cleaners - Except Maids and Housekeeping Cleaners,Enterprising,1.6
Janitors and Cleaners - Except Maids and Housekeeping Cleaners,Conventional,4.52
Maids and Housekeeping Cleaners,Realistic,6.05
Maids and Housekeeping Cleaners,Investigative,1
Maids and Housekeeping Cleaners,Artistic,1.41
Maids and Housekeeping Cleaners,Social,2.48
Maids and Housekeeping Cleaners,Enterprising,1.57
Maids and Housekeeping Cleaners,Conventional,4.56
Pest Control Workers,Realistic,6.54
Pest Control Workers,Investigative,3.1
Pest Control Workers,Artistic,1
Pest Control Workers,Social,1.8
Pest Control Workers,Enterprising,2.33
Pest Control Workers,Conventional,4.18
Landscaping and Groundskeeping Workers,Realistic,7
Landscaping and Groundskeeping Workers,Investigative,1.62
Landscaping and Groundskeeping Workers,Artistic,1.9
Landscaping and Groundskeeping Workers,Social,1.45
Landscaping and Groundskeeping Workers,Enterprising,1.8
Landscaping and Groundskeeping Workers,Conventional,3.34
Pesticide Handlers - Sprayers - and Applicators - Vegetation,Realistic,6.37
Pesticide Handlers - Sprayers - and Applicators - Vegetation,Investigative,2.84
Pesticide Handlers - Sprayers - and Applicators - Vegetation,Artistic,1.06
Pesticide Handlers - Sprayers - and Applicators - Vegetation,Social,1.93
Pesticide Handlers - Sprayers - and Applicators - Vegetation,Enterprising,1.52
Pesticide Handlers - Sprayers - and Applicators - Vegetation,Conventional,3.58
Tree Trimmers and Pruners,Realistic,7
Tree Trimmers and Pruners,Investigative,2.15
Tree Trimmers and Pruners,Artistic,1
Tree Trimmers and Pruners,Social,1.78
Tree Trimmers and Pruners,Enterprising,1.26
Tree Trimmers and Pruners,Conventional,3.09
First-Line Supervisors of Gambling Services Workers,Realistic,3.7
First-Line Supervisors of Gambling Services Workers,Investigative,1
First-Line Supervisors of Gambling Services Workers,Artistic,1
First-Line Supervisors of Gambling Services Workers,Social,3.02
First-Line Supervisors of Gambling Services Workers,Enterprising,5.93
First-Line Supervisors of Gambling Services Workers,Conventional,5.5
First-Line Supervisors of Entertainment and Recreation Workers - Except Gambling Services,Realistic,2.91
First-Line Supervisors of Entertainment and Recreation Workers - Except Gambling Services,Investigative,1.02
First-Line Supervisors of Entertainment and Recreation Workers - Except Gambling Services,Artistic,1.79
First-Line Supervisors of Entertainment and Recreation Workers - Except Gambling Services,Social,4.38
First-Line Supervisors of Entertainment and Recreation Workers - Except Gambling Services,Enterprising,7
First-Line Supervisors of Entertainment and Recreation Workers - Except Gambling Services,Conventional,4.73
First-Line Supervisors of Personal Service Workers,Realistic,3.37
First-Line Supervisors of Personal Service Workers,Investigative,1.08
First-Line Supervisors of Personal Service Workers,Artistic,1.29
First-Line Supervisors of Personal Service Workers,Social,4.02
First-Line Supervisors of Personal Service Workers,Enterprising,6.75
First-Line Supervisors of Personal Service Workers,Conventional,4.98
Animal Trainers,Realistic,6.45
Animal Trainers,Investigative,2.25
Animal Trainers,Artistic,1.77
Animal Trainers,Social,3.6
Animal Trainers,Enterprising,2.15
Animal Trainers,Conventional,3.01
Animal Caretakers,Realistic,6.17
Animal Caretakers,Investigative,2.76
Animal Caretakers,Artistic,1.63
Animal Caretakers,Social,3.75
Animal Caretakers,Enterprising,1.52
Animal Caretakers,Conventional,3.24
Gambling Dealers,Realistic,3.69
Gambling Dealers,Investigative,1
Gambling Dealers,Artistic,1.06
Gambling Dealers,Social,2.17
Gambling Dealers,Enterprising,5.23
Gambling Dealers,Conventional,5.47
Gambling and Sports Book Writers and Runners,Realistic,2.78
Gambling and Sports Book Writers and Runners,Investigative,1
Gambling and Sports Book Writers and Runners,Artistic,1.02
Gambling and Sports Book Writers and Runners,Social,2.92
Gambling and Sports Book Writers and Runners,Enterprising,4.99
Gambling and Sports Book Writers and Runners,Conventional,5.97
Motion Picture Projectionists,Realistic,5.42
Motion Picture Projectionists,Investigative,1.95
Motion Picture Projectionists,Artistic,2.98
Motion Picture Projectionists,Social,2.02
Motion Picture Projectionists,Enterprising,2.08
Motion Picture Projectionists,Conventional,4.58
Ushers - Lobby Attendants - and Ticket Takers,Realistic,3.34
Ushers - Lobby Attendants - and Ticket Takers,Investigative,1
Ushers - Lobby Attendants - and Ticket Takers,Artistic,1.39
Ushers - Lobby Attendants - and Ticket Takers,Social,4.75
Ushers - Lobby Attendants - and Ticket Takers,Enterprising,4.18
Ushers - Lobby Attendants - and Ticket Takers,Conventional,4.61
Amusement and Recreation Attendants,Realistic,4.16
Amusement and Recreation Attendants,Investigative,1
Amusement and Recreation Attendants,Artistic,1.74
Amusement and Recreation Attendants,Social,4.38
Amusement and Recreation Attendants,Enterprising,3.95
Amusement and Recreation Attendants,Conventional,4.6
Costume Attendants,Realistic,3.57
Costume Attendants,Investigative,1
Costume Attendants,Artistic,5.89
Costume Attendants,Social,3.45
Costume Attendants,Enterprising,3.07
Costume Attendants,Conventional,3.85
Locker Room - Coatroom - and Dressing Room Attendants,Realistic,4.36
Locker Room - Coatroom - and Dressing Room Attendants,Investigative,1
Locker Room - Coatroom - and Dressing Room Attendants,Artistic,1.61
Locker Room - Coatroom - and Dressing Room Attendants,Social,4.1
Locker Room - Coatroom - and Dressing Room Attendants,Enterprising,2.3
Locker Room - Coatroom - and Dressing Room Attendants,Conventional,5.4
Embalmers,Realistic,5.84
Embalmers,Investigative,2.5
Embalmers,Artistic,1.69
Embalmers,Social,3.43
Embalmers,Enterprising,2.65
Embalmers,Conventional,3.74
Crematory Operators,Realistic,5.96
Crematory Operators,Investigative,2.11
Crematory Operators,Artistic,1.46
Crematory Operators,Social,2.73
Crematory Operators,Enterprising,1.49
Crematory Operators,Conventional,4.36
Funeral Attendants,Realistic,4.65
Funeral Attendants,Investigative,1.01
Funeral Attendants,Artistic,2.02
Funeral Attendants,Social,4.17
Funeral Attendants,Enterprising,3.32
Funeral Attendants,Conventional,4.15
Morticians - Undertakers - and Funeral Arrangers,Realistic,3.74
Morticians - Undertakers - and Funeral Arrangers,Investigative,1.39
Morticians - Undertakers - and Funeral Arrangers,Artistic,1.58
Morticians - Undertakers - and Funeral Arrangers,Social,4.3
Morticians - Undertakers - and Funeral Arrangers,Enterprising,4.59
Morticians - Undertakers - and Funeral Arrangers,Conventional,4.91
Barbers,Realistic,5.36
Barbers,Investigative,1
Barbers,Artistic,2.72
Barbers,Social,3.61
Barbers,Enterprising,3.62
Barbers,Conventional,3.9
Hairdressers - Hairstylists - and Cosmetologists,Realistic,5.41
Hairdressers - Hairstylists - and Cosmetologists,Investigative,1.53
Hairdressers - Hairstylists - and Cosmetologists,Artistic,3.23
Hairdressers - Hairstylists - and Cosmetologists,Social,3.71
Hairdressers - Hairstylists - and Cosmetologists,Enterprising,3.25
Hairdressers - Hairstylists - and Cosmetologists,Conventional,3.94
Makeup Artists - Theatrical and Performance,Realistic,4.39
Makeup Artists - Theatrical and Performance,Investigative,1.49
Makeup Artists - Theatrical and Performance,Artistic,6.84
Makeup Artists - Theatrical and Performance,Social,3.04
Makeup Artists - Theatrical and Performance,Enterprising,2.96
Makeup Artists - Theatrical and Performance,Conventional,2.69
Manicurists and Pedicurists,Realistic,5.72
Manicurists and Pedicurists,Investigative,1.32
Manicurists and Pedicurists,Artistic,2.3
Manicurists and Pedicurists,Social,2.96
Manicurists and Pedicurists,Enterprising,2.29
Manicurists and Pedicurists,Conventional,3.68
Shampooers,Realistic,5.53
Shampooers,Investigative,1.35
Shampooers,Artistic,1.56
Shampooers,Social,3.75
Shampooers,Enterprising,2.47
Shampooers,Conventional,3.37
Skincare Specialists,Realistic,5.8
Skincare Specialists,Investigative,2.06
Skincare Specialists,Artistic,2.92
Skincare Specialists,Social,4.06
Skincare Specialists,Enterprising,3.01
Skincare Specialists,Conventional,3.15
Baggage Porters and Bellhops,Realistic,4.87
Baggage Porters and Bellhops,Investigative,1
Baggage Porters and Bellhops,Artistic,1
Baggage Porters and Bellhops,Social,3.56
Baggage Porters and Bellhops,Enterprising,2.67
Baggage Porters and Bellhops,Conventional,4.77
Concierges,Realistic,2.65
Concierges,Investigative,1
Concierges,Artistic,2.18
Concierges,Social,5.34
Concierges,Enterprising,4.64
Concierges,Conventional,4.45
Tour Guides and Escorts,Realistic,3.35
Tour Guides and Escorts,Investigative,2.38
Tour Guides and Escorts,Artistic,3.3
Tour Guides and Escorts,Social,5.14
Tour Guides and Escorts,Enterprising,3.68
Tour Guides and Escorts,Conventional,2.99
Travel Guides,Realistic,2.7
Travel Guides,Investigative,2.49
Travel Guides,Artistic,2.41
Travel Guides,Social,4.91
Travel Guides,Enterprising,4.45
Travel Guides,Conventional,4.12
Childcare Workers,Realistic,3.35
Childcare Workers,Investigative,1.3
Childcare Workers,Artistic,3.52
Childcare Workers,Social,5.94
Childcare Workers,Enterprising,2.92
Childcare Workers,Conventional,3.61
Nannies,Realistic,2.97
Nannies,Investigative,2.05
Nannies,Artistic,3.8
Nannies,Social,6.1
Nannies,Enterprising,2.8
Nannies,Conventional,3.29
Exercise Trainers and Group Fitness Instructors,Realistic,4.98
Exercise Trainers and Group Fitness Instructors,Investigative,2.86
Exercise Trainers and Group Fitness Instructors,Artistic,2.6
Exercise Trainers and Group Fitness Instructors,Social,5.65
Exercise Trainers and Group Fitness Instructors,Enterprising,3.4
Exercise Trainers and Group Fitness Instructors,Conventional,2.75
Recreation Workers,Realistic,3.75
Recreation Workers,Investigative,1.98
Recreation Workers,Artistic,3.05
Recreation Workers,Social,4.9
Recreation Workers,Enterprising,4.51
Recreation Workers,Conventional,3.45
Residential Advisors,Realistic,2.63
Residential Advisors,Investigative,2.46
Residential Advisors,Artistic,2.29
Residential Advisors,Social,5.45
Residential Advisors,Enterprising,3.77
Residential Advisors,Conventional,4.53
First-Line Supervisors of Retail Sales Workers,Realistic,2.75
First-Line Supervisors of Retail Sales Workers,Investigative,1.12
First-Line Supervisors of Retail Sales Workers,Artistic,1
First-Line Supervisors of Retail Sales Workers,Social,3.74
First-Line Supervisors of Retail Sales Workers,Enterprising,7
First-Line Supervisors of Retail Sales Workers,Conventional,5.54
First-Line Supervisors of Non-Retail Sales Workers,Realistic,1.9
First-Line Supervisors of Non-Retail Sales Workers,Investigative,1.03
First-Line Supervisors of Non-Retail Sales Workers,Artistic,1
First-Line Supervisors of Non-Retail Sales Workers,Social,4.05
First-Line Supervisors of Non-Retail Sales Workers,Enterprising,7
First-Line Supervisors of Non-Retail Sales Workers,Conventional,5.33
Cashiers,Realistic,2.8
Cashiers,Investigative,1.02
Cashiers,Artistic,1
Cashiers,Social,2.73
Cashiers,Enterprising,3.66
Cashiers,Conventional,6.06
Gambling Change Persons and Booth Cashiers,Realistic,2.96
Gambling Change Persons and Booth Cashiers,Investigative,1
Gambling Change Persons and Booth Cashiers,Artistic,1.07
Gambling Change Persons and Booth Cashiers,Social,2.47
Gambling Change Persons and Booth Cashiers,Enterprising,4.22
Gambling Change Persons and Booth Cashiers,Conventional,6.48
Counter and Rental Clerks,Realistic,3.12
Counter and Rental Clerks,Investigative,1
Counter and Rental Clerks,Artistic,1.21
Counter and Rental Clerks,Social,3.27
Counter and Rental Clerks,Enterprising,3.69
Counter and Rental Clerks,Conventional,6.08
Parts Salespersons,Realistic,5.31
Parts Salespersons,Investigative,1.35
Parts Salespersons,Artistic,1
Parts Salespersons,Social,2.11
Parts Salespersons,Enterprising,4
Parts Salespersons,Conventional,5.46
Retail Salespersons,Realistic,3.3
Retail Salespersons,Investigative,1
Retail Salespersons,Artistic,2.09
Retail Salespersons,Social,2.98
