yop_kodu,bir_kontenjana_talip_olan_aday_sayisi_2022,bir_kontenjana_talip_olan_aday_sayisi_2023,bir_kontenjana_talip_olan_aday_sayisi_2024,ilk_uc_sirada_tercih_eden_sayisi_2022,ilk_uc_sirada_tercih_eden_sayisi_2023,ilk_uc_sirada_tercih_eden_sayisi_2024,ilk_uc_sirada_tercih_eden_orani_2022,ilk_uc_sirada_tercih_eden_orani_2023,ilk_uc_sirada_tercih_eden_orani_2024,ilk_uc_tercih_olarak_yerlesen_sayisi_2022,ilk_uc_tercih_olarak_yerlesen_sayisi_2023,ilk_uc_tercih_olarak_yerlesen_sayisi_2024,ilk_uc_tercih_olarak_yerlesen_orani_2022,ilk_uc_tercih_olarak_yerlesen_orani_2023,ilk_uc_tercih_olarak_yerlesen_orani_2024
202190188,"3,9","2,5","3,4",108.0,77.0,82.0,"50,0","55,0","47,7",43.0,48.0,36.0,"78,2","87,3","72,0"
202190189,"6,5","8,0","4,4",23.0,18.0,12.0,"35,4","22,5","27,3",5.0,3.0,7.0,"50,0","30,0","70,0"
202190190,"7,8","7,7","8,8",13.0,16.0,20.0,"16,7","20,8","22,7",0.0,6.0,5.0,,"60,0","50,0"
202190191,"8,4","9,6","6,7",20.0,20.0,17.0,"23,8","20,8","25,4",3.0,0.0,7.0,"30,0",,"70,0"
202190192,"44,8","8,1","4,5",97.0,67.0,38.0,"43,3","39,2","27,1",3.0,12.0,13.0,"60,0","57,1","41,9"
202190193,"52,5","37,1","15,2",303.0,216.0,81.0,"48,1","38,8","35,5",8.0,11.0,6.0,"66,7","73,3","40,0"
202190194,"8,8","7,6","3,8",256.0,171.0,72.0,"44,1","39,0","36,7",41.0,35.0,32.0,"62,1","60,3","62,7"
202190195,"27,4","24,7","16,4",37.0,34.0,35.0,"27,0","23,0","30,4",1.0,2.0,3.0,"20,0","40,0","42,9"
202190196,"7,8","7,0","4,6",67.0,82.0,62.0,"27,6","37,6","38,3",15.0,20.0,28.0,"48,4","64,5","80,0"
202190203,,"8,9","4,7",,32.0,17.0,,"36,0","36,2",,7.0,9.0,,"70,0","90,0"
202190210,,,"12,2",,,52.0,,,"26,7",,,6.0,,,"37,5"
202190224,,,"6,0",,,8.0,,,"26,7",,,3.0,,,"60,0"
105310019,"24,7","20,1","28,8",247.0,407.0,306.0,"10,7","17,5","13,5",24.0,6.0,1.0,"25,8","5,2","1,3"
105310037,"9,7","4,6","1,7",55.0,24.0,1.0,"11,0","8,1","5,0",18.0,17.0,1.0,"34,6","28,3","33,3"
105310046,"22,4","18,0","8,1",376.0,432.0,44.0,"32,2","37,0","9,6",27.0,23.0,17.0,"51,9","35,4","29,8"
105310055,"29,7","21,3","30,5",568.0,650.0,380.0,"30,9","39,6","27,7",40.0,41.0,26.0,"64,5","53,2","57,8"
105310064,"38,3","34,0","20,8",946.0,1057.0,278.0,"34,3","34,5","27,8",53.0,31.0,14.0,"73,6","34,4","29,2"
105310073,"13,3","13,4","11,5",231.0,253.0,130.0,"24,1","20,9","19,8",41.0,29.0,26.0,"56,9","32,2","45,6"
105310082,"27,7","26,6","24,4",441.0,549.0,359.0,"30,6","31,8","28,3",31.0,21.0,20.0,"59,6","32,3","38,5"
105310091,"14,9","9,8","10,4",169.0,129.0,123.0,"21,9","20,2","26,3",18.0,18.0,30.0,"34,6","27,7","66,7"
105310107,"22,7","28,0","10,2",340.0,438.0,163.0,"28,8","24,0","28,1",27.0,19.0,32.0,"51,9","29,2","56,1"
105310143,"32,3","15,6","14,5",201.0,94.0,59.0,"23,9","18,3","17,0",12.0,8.0,8.0,"46,2","24,2","34,8"
105310152,"17,4","12,6","12,1",55.0,49.0,45.0,"15,0","14,4","18,7",8.0,4.0,8.0,"38,1","15,4","42,1"
105310161,"45,1","14,1","20,9",123.0,65.0,78.0,"13,0","17,1","15,5",2.0,12.0,6.0,"9,5","44,4","26,1"
105310179,"23,6","14,7","13,7",301.0,255.0,135.0,"20,6","22,0","21,4",27.0,24.0,16.0,"43,5","31,2","34,8"
105310188,"17,6","9,8","13,8",225.0,152.0,123.0,"20,6","19,6","25,5",33.0,46.0,17.0,"53,2","58,2","48,6"
105310197,"16,2","9,5","10,4",242.0,199.0,83.0,"20,8","22,7","28,5",44.0,58.0,14.0,"61,1","63,0","50,0"
105310204,"19,8","10,0","10,3",329.0,224.0,56.0,"23,1","24,3","19,4",25.0,49.0,13.0,"34,7","53,3","46,4"
105310213,"4,8","13,4","13,5",27.0,91.0,85.0,"13,7","13,0","13,7",12.0,21.0,12.0,"29,3","40,4","26,1"
105310222,"14,2","8,5","19,6",152.0,118.0,251.0,"17,2","17,7","18,3",24.0,35.0,30.0,"38,7","44,3","42,9"
105310231,"24,0","12,6","21,2",243.0,171.0,323.0,"19,5","20,3","25,9",36.0,29.0,35.0,"69,2","43,9","59,3"
105310249,"15,4","8,6","17,2",293.0,241.0,297.0,"23,2","26,9","29,3",51.0,50.0,36.0,"62,2","48,5","61,0"
105310258,"9,6","6,5","14,6",60.0,38.0,101.0,"7,6","5,8","10,1",16.0,6.0,18.0,"19,5","5,9","26,5"
105310267,"1,0","0,5","1,2",3.0,1.0,0.0,"13,6","8,3","0,0",,,0.0,,,"0,0"
105310294,"3,5","2,0","12,6",12.0,5.0,15.0,"8,5","4,8","5,2",8.0,4.0,3.0,"28,6","30,8","13,0"
105310301,"13,1","13,1","23,0",268.0,339.0,451.0,"28,3","28,7","24,8",41.0,22.0,19.0,"56,9","24,4","24,1"
105310416,"22,2","27,9","36,1",411.0,828.0,574.0,"18,0","23,2","18,7",48.0,4.0,2.0,"46,6","3,1","2,4"
105310425,"32,8","14,8","15,6",357.0,287.0,228.0,"13,3","19,0","15,1",14.0,15.0,27.0,"17,1","14,7","27,8"
105310434,"2,3","2,3","8,6",12.0,7.0,32.0,"10,0","8,0","16,2",7.0,3.0,11.0,"53,8","25,0","47,8"
105310443,"11,1","11,6","10,2",82.0,100.0,76.0,"18,1","16,6","20,1",18.0,25.0,13.0,"43,9","48,1","35,1"
105310461,"23,1","13,4","40,6",912.0,1003.0,859.0,"19,3","29,4","18,7",105.0,74.0,31.0,"51,2","29,0","27,4"
105310479,"20,9","17,1","20,8",219.0,296.0,231.0,"20,2","25,8","18,8",19.0,24.0,14.0,"36,5","36,4","24,6"
105310488,"16,2","13,6","12,0",239.0,230.0,179.0,"28,4","25,3","25,3",18.0,33.0,19.0,"34,6","49,3","32,2"
105310504,"13,6","6,8","15,1",172.0,108.0,139.0,"20,5","20,0","20,0",36.0,36.0,20.0,"58,1","45,6","43,5"
105310567,"15,2","13,2","25,2",615.0,936.0,1190.0,"22,4","31,7","23,8",106.0,87.0,74.0,"58,9","38,8","37,4"
105310585,"17,6","11,0","35,0",204.0,161.0,330.0,"18,7","18,6","20,5",28.0,38.0,22.0,"45,2","48,1","47,8"
105310594,"17,4","9,0","6,6",775.0,547.0,311.0,"30,1","32,5","29,2",79.0,125.0,112.0,"53,4","66,5","69,6"
105310601,"6,9","12,7","7,1",82.0,343.0,176.0,"11,5","18,8","21,3",26.0,66.0,46.0,"25,2","45,8","39,7"
105310682,"16,1","8,4","6,8",261.0,146.0,123.0,"31,3","25,8","30,8",24.0,26.0,17.0,"46,2","40,0","29,8"
105310716,"10,8","6,1","15,3",144.0,116.0,126.0,"18,4","20,6","17,8",35.0,40.0,21.0,"48,6","43,5","45,7"
105310725,"1,4","1,0","2,2",7.0,0.0,1.0,"16,7",,"3,8",5.0,,1.0,"83,3",,"16,7"
105310734,"27,6","42,5","27,4",730.0,1498.0,574.0,"42,6","45,8","36,7",59.0,49.0,44.0,"95,2","63,6","77,2"
105310743,"9,8","5,5","6,5",164.0,111.0,143.0,"32,0","30,2","33,6",31.0,36.0,33.0,"59,6","54,5","51,6"
105310752,"46,6","51,7","60,2",675.0,1101.0,969.0,"18,8","21,7","18,5",27.0,30.0,25.0,"35,1","30,6","28,7"
105310761,"30,3","17,3","29,7",534.0,392.0,352.0,"21,5","21,8","16,9",17.0,16.0,9.0,"20,7","15,4","12,9"
105310779,"27,0","29,5","33,4",1983.0,3091.0,2341.0,"35,8","40,2","33,7",142.0,109.0,113.0,"69,3","41,9","54,3"
105310788,"31,4","11,7","19,1",534.0,267.0,162.0,"20,7","21,9","18,4",14.0,29.0,9.0,"17,1","27,9","19,6"
105310797,"42,7","21,5","18,2",1014.0,664.0,200.0,"29,0","29,7","23,9",17.0,12.0,13.0,"20,7","11,5","28,3"
105310804,"38,8","15,8","12,8",528.0,294.0,204.0,"26,2","27,8","24,5",29.0,40.0,39.0,"55,8","61,5","60,0"
105390281,"8,9","12,2","19,0",36.0,69.0,100.0,"13,1","14,1","15,0",8.0,14.0,6.0,"25,8","35,0","17,1"
105390282,"13,6","6,8","12,0",169.0,113.0,120.0,"20,0","21,2","21,8",30.0,50.0,29.0,"48,4","63,3","63,0"
105390298,"9,0","7,4","11,1",119.0,124.0,157.0,"21,4","21,1","24,0",32.0,46.0,23.0,"51,6","59,0","39,0"
105390340,"29,0","16,1","7,9",266.0,168.0,75.0,"22,4","20,1","22,6",16.0,26.0,22.0,"39,0","50,0","52,4"
105390394,"97,1","13,2","12,7",338.0,63.0,60.0,"21,8","22,7","26,2",14.0,20.0,14.0,"87,5","95,2","77,8"
105390396,"2,0","1,1","6,8",8.0,2.0,9.0,"13,1","4,7","11,0",6.0,1.0,2.0,"54,5","16,7","16,7"
105390397,"0,6","0,4","0,9",1.0,1.0,2.0,"5,6","6,7","18,2",1.0,0.0,0.0,"50,0",,"0,0"
105390398,"39,0","18,7","11,2",413.0,347.0,149.0,"17,1","24,1","16,8",15.0,15.0,20.0,"24,2","19,5","25,3"
105390405,,"51,8","15,9",,961.0,213.0,,"35,7","24,8",,24.0,25.0,,"46,2","46,3"
105390412,,"174,8","34,0",,3537.0,512.0,,"50,6","36,7",,16.0,16.0,,"40,0","39,0"
105390419,,"59,2","30,6",,952.0,240.0,,"30,9","24,5",,21.0,17.0,,"40,4","53,1"
105390426,,"54,0","30,5",,951.0,421.0,,"44,1","33,7",,24.0,13.0,,"60,0","31,7"
105390433,,"14,6","19,0",,135.0,175.0,,"23,2","26,3",,7.0,14.0,,"17,5","40,0"
110710025,"8,1","4,1","12,6",43.0,41.0,70.0,"6,5","9,7","8,2",14.0,23.0,8.0,"17,1","22,5","11,8"
110710034,"19,9","8,4","11,3",215.0,170.0,138.0,"13,2","19,8","12,6",15.0,14.0,20.0,"18,3","13,7","20,6"
110710043,"2,2","1,7","10,3",6.0,12.0,10.0,"8,7","26,7","8,1",3.0,3.0,6.0,"60,0","60,0","50,0"
110710052,"4,8","2,2","10,5",8.0,15.0,23.0,"4,1","13,2","7,5",5.0,12.0,6.0,"17,9","52,2","20,7"
110710061,"2,0","1,5","4,8",1.0,2.0,13.0,"2,3","5,1","15,1",1.0,2.0,5.0,"9,1","18,2","27,8"
110710113,"17,0","6,9","20,2",280.0,187.0,495.0,"22,8","29,9","28,8",27.0,38.0,21.0,"37,5","42,2","24,7"
110710122,"16,3","17,6","13,1",88.0,94.0,110.0,"25,7","19,8","27,9",9.0,9.0,11.0,"42,9","33,3","36,7"
110710131,"11,3","6,3","13,3",104.0,76.0,143.0,"22,5","23,7","20,7",10.0,17.0,8.0,"24,4","33,3","15,4"
110710149,"5,0","4,0","4,2",8.0,7.0,8.0,"7,7","6,7","6,5",5.0,6.0,6.0,"23,8","25,0","20,7"
110790015,"9,6","7,4","11,8",79.0,95.0,115.0,"20,0","24,7","21,3",18.0,31.0,16.0,"43,9","59,6","34,8"
110790016,"1,0","0,4","1,4",3.0,1.0,0.0,"11,5","7,1","0,0",2.0,1.0,0.0,"50,0","50,0","0,0"
110790018,"16,6","12,4","20,8",127.0,161.0,213.0,"18,6","25,0","25,0",15.0,20.0,16.0,"36,6","38,5","39,0"
110790019,"3,5","2,2","4,7",22.0,8.0,23.0,"12,0","5,6","7,8",14.0,6.0,8.0,"31,1","13,6","12,7"
110790020,"14,4","6,7","15,4",184.0,111.0,255.0,"24,5","25,5","26,2",29.0,34.0,15.0,"55,8","52,3","23,8"
110790021,"25,1","11,2","15,4",192.0,143.0,194.0,"21,2","27,8","23,3",9.0,9.0,8.0,"25,0","19,6","14,8"
110790023,"3,3","0,7","4,8",21.0,5.0,5.0,"8,7","14,7","8,8",8.0,5.0,3.0,"28,6","100,0","37,5"
110790024,"7,6","10,3","15,6",104.0,202.0,153.0,"22,0","24,8","23,9",20.0,28.0,13.0,"32,3","35,4","31,7"
110790025,"20,1","8,4","19,0",241.0,251.0,206.0,"19,3","37,8","23,6",16.0,43.0,23.0,"25,8","54,4","50,0"
110790030,"15,8","8,9","13,7",83.0,81.0,111.0,"16,9","22,9","19,7",13.0,21.0,21.0,"41,9","52,5","51,2"
110790031,"17,8","7,1","11,6",137.0,100.0,192.0,"18,8","27,2","28,0",20.0,28.0,16.0,"48,8","53,8","27,6"
110790032,"19,5","5,6","12,4",101.0,53.0,85.0,"16,7","23,8","16,8",9.0,17.0,8.0,"29,0","43,6","20,0"
110790035,"23,9","11,9","21,6",391.0,306.0,294.0,"26,3","32,4","30,9",30.0,33.0,18.0,"48,4","41,8","40,9"
110790036,"8,4","5,7","11,8",54.0,56.0,97.0,"15,6","19,2","15,8",10.0,15.0,12.0,"24,4","29,4","23,1"
110790037,"23,4","19,6","26,1",328.0,360.0,401.0,"34,1","36,0","29,6",11.0,14.0,4.0,"26,8","27,5","7,7"
110790038,"21,2","18,4","32,5",281.0,315.0,448.0,"32,3","33,5","30,6",10.0,16.0,12.0,"24,4","31,4","26,7"
110790039,"15,7","8,3","15,3",129.0,113.0,177.0,"20,0","26,1","25,1",22.0,27.0,12.0,"53,7","51,9","26,1"
110790067,,"4,8","14,1",,53.0,110.0,,"28,5","19,5",,15.0,11.0,,"38,5","27,5"
110790074,,"0,3","1,2",,0.0,1.0,,,"7,1",,0.0,0.0,,,"0,0"
202210028,"32,0","9,3","8,2",23.0,14.0,14.0,"24,0","37,8","28,6",3.0,3.0,4.0,"100,0","100,0","100,0"
202210046,"25,8","9,3","10,0",40.0,19.0,12.0,"31,0","25,7","15,0",4.0,5.0,5.0,"80,0","71,4","71,4"
202210064,"14,2","4,6","9,1",22.0,11.0,10.0,"31,0","29,7","13,7",4.0,5.0,3.0,"80,0","83,3","50,0"
202210073,"1,9","3,8","0,6",11.0,25.0,10.0,"34,4","38,5","55,6",9.0,15.0,6.0,"69,2","88,2","85,7"
202210082,"4,6","4,1","1,2",30.0,43.0,16.0,"26,1","30,7","35,6",14.0,25.0,11.0,"56,0","89,3","68,8"
202210091,"4,4","5,1","1,8",44.0,66.0,26.0,"33,1","37,7","38,2",24.0,32.0,11.0,"80,0","94,1","84,6"
202210152,"27,6","9,4","12,4",30.0,24.0,32.0,"21,7","25,5","25,8",2.0,4.0,4.0,"40,0","44,4","44,4"
202210161,"6,8","4,0","2,9",66.0,75.0,77.0,"39,1","45,2","52,4",24.0,40.0,46.0,"96,0","95,2","90,2"
202210188,"25,8","5,2","12,9",33.0,12.0,29.0,"25,6","23,1","25,0",3.0,6.0,3.0,"60,0","75,0","37,5"
202210197,"5,6","2,6","2,4",59.0,44.0,52.0,"41,8","40,4","51,0",21.0,22.0,32.0,"84,0","73,3","91,4"
202210213,"12,8","6,1","15,4",12.0,11.0,35.0,"18,8","22,4","22,7",3.0,3.0,4.0,"60,0","42,9","44,4"
202210222,"6,0","4,0","2,5",49.0,54.0,66.0,"32,9","39,4","50,8",17.0,30.0,43.0,"68,0","88,2","95,6"
202210249,"46,9","19,5","23,1",96.0,28.0,63.0,"22,7","13,0","22,7",3.0,5.0,6.0,"33,3","45,5","50,0"
202210258,"9,5","8,5","3,7",183.0,195.0,120.0,"37,6","45,0","51,3",43.0,41.0,62.0,"84,3","80,4","96,9"
202210320,"9,9","13,3","11,2",13.0,41.0,13.0,"18,8","28,1","12,9",6.0,6.0,1.0,"85,7","60,0","12,5"
202210322,"2,4","5,3","1,5",32.0,182.0,32.0,"35,2","66,9","51,6",19.0,48.0,17.0,"59,4","94,1","89,5"
202210329,"31,1","16,8","31,5",137.0,162.0,159.0,"55,0","56,6","50,5",8.0,16.0,9.0,"100,0","100,0","100,0"
202210330,"3,1","2,1","3,7",84.0,106.0,107.0,"64,6","66,3","56,0",41.0,73.0,47.0,"97,6","96,1","92,2"
202210333,"23,7","8,2","16,5",45.0,31.0,38.0,"27,1","34,4","23,0",6.0,10.0,5.0,"85,7","100,0","55,6"
202210334,"6,7","3,1","2,1",107.0,77.0,59.0,"42,3","49,4","56,2",24.0,41.0,46.0,"63,2","80,4","90,2"
202210335,"11,3","18,8","15,9",13.0,49.0,33.0,"16,5","23,7","20,8",3.0,5.0,2.0,"42,9","50,0","22,2"
202210336,"4,3","4,2","1,9",54.0,114.0,50.0,"32,9","53,3","52,1",20.0,42.0,17.0,"57,1","82,4","77,3"
202210338,"18,3","10,1","15,5",65.0,72.0,72.0,"16,2","23,0","15,5",11.0,5.0,4.0,"50,0","17,9","15,4"
202210339,"5,1","4,6","3,1",270.0,337.0,168.0,"42,7","47,9","33,8",90.0,112.0,93.0,"73,2","73,2","72,1"
202210340,"32,8","12,6","14,4",61.0,41.0,81.0,"46,6","40,6","51,3",4.0,5.0,10.0,"100,0","71,4","100,0"
202210341,"4,9","3,1","1,8",60.0,69.0,67.0,"58,8","64,5","67,7",19.0,32.0,50.0,"90,5","94,1","90,9"
202210342,"61,5","16,4","14,2",66.0,48.0,39.0,"26,8","36,6","25,0",4.0,7.0,5.0,"100,0","100,0","50,0"
202210343,"14,6","6,7","3,8",141.0,116.0,118.0,"45,9","51,1","55,9",11.0,31.0,50.0,"52,4","91,2","90,9"
202210344,"16,7","9,4","11,4",50.0,47.0,42.0,"50,0","45,6","36,8",6.0,10.0,8.0,"100,0","90,9","88,9"
202210345,"3,0","2,4","1,5",60.0,82.0,48.0,"58,3","66,1","64,0",32.0,48.0,17.0,"94,1","94,1","89,5"
202210346,"88,0","17,3","46,2",54.0,17.0,59.0,"20,5","24,6","21,3",2.0,4.0,0.0,"66,7","100,0","0,0"
202210347,"3,1","4,2","1,6",27.0,33.0,28.0,"51,9","46,5","57,1",13.0,16.0,21.0,"76,5","94,1","95,5"
202210348,"26,7","12,3","29,9",42.0,27.0,29.0,"22,5","24,3","13,9",5.0,3.0,2.0,"71,4","37,5","33,3"
202210349,"10,8","6,7","4,5",153.0,120.0,75.0,"37,3","47,4","49,3",29.0,34.0,28.0,"76,3","89,5","82,4"
202210350,"44,7","19,6","17,2",84.0,51.0,37.0,"26,8","26,0","21,5",4.0,5.0,4.0,"57,1","55,6","44,4"
202210351,"21,8","10,1","4,1",404.0,211.0,106.0,"48,7","49,5","50,2",33.0,35.0,41.0,"86,8","83,3","80,4"
202210358,"63,6","17,0","20,3",130.0,47.0,53.0,"40,9","25,1","29,0",3.0,5.0,2.0,"60,0","50,0","25,0"
202210365,"7,9","4,3","2,8",123.0,151.0,80.0,"62,1","69,3","68,4",21.0,44.0,34.0,"84,0","86,3","81,0"
202210372,"134,0","26,7","27,6",227.0,66.0,61.0,"28,2","22,4","22,1",6.0,10.0,6.0,"100,0","90,9","66,7"
202210379,"20,9","9,3","5,4",359.0,263.0,165.0,"50,5","55,4","60,0",28.0,37.0,31.0,"82,4","72,5","60,8"
202210386,"110,5","12,3","21,4",300.0,37.0,58.0,"45,2","27,4","27,1",4.0,7.0,4.0,"66,7","63,6","44,4"
202210393,"16,2","5,0","3,9",274.0,151.0,130.0,"49,8","58,8","64,7",28.0,45.0,42.0,"82,4","88,2","82,4"
202210400,"40,0","16,4","25,4",112.0,58.0,21.0,"46,7","32,2","11,8",3.0,9.0,2.0,"50,0","90,0","33,3"
202210407,"4,7","2,8","0,3",89.0,86.0,2.0,"56,0","60,1","22,2",31.0,48.0,2.0,"91,2","94,1","40,0"
202310081,"23,3","21,4","20,6",12.0,10.0,23.0,"7,4","9,3","12,4",0.0,0.0,1.0,,,"12,5"
202310099,"29,8","7,8","6,8",50.0,23.0,60.0,"12,9","11,8","19,7",7.0,14.0,30.0,"53,8","58,3","71,4"
202310115,,,"31,7",,,21.0,,,"11,1",,,0.0,,,"0,0"
202310124,,,"3,8",,,19.0,,,"20,2",,,6.0,,,"66,7"
202310169,"33,1","22,2","16,4",45.0,24.0,15.0,"17,0","18,0","18,3",1.0,2.0,1.0,"12,5","50,0","25,0"
202310248,"19,6","10,8","20,5",16.0,10.0,9.0,"11,7","15,4","7,3",0.0,0.0,0.0,,,"0,0"
202310266,"16,3","14,5","21,7",13.0,7.0,15.0,"11,4","8,0","11,5",0.0,1.0,0.0,,"25,0","0,0"
202310284,"33,0","22,7","21,8",19.0,14.0,17.0,"11,5","10,3","13,0",1.0,2.0,1.0,"20,0","40,0","20,0"
202310406,"22,9","16,4","21,2",33.0,17.0,16.0,"18,0","14,8","12,6",1.0,1.0,0.0,"12,5","16,7","0,0"
202310521,"7,2","5,5","1,5",17.0,26.0,6.0,"13,8","15,9","20,7",5.0,19.0,2.0,"29,4","63,3","66,7"
202310548,"18,0","6,7","5,2",37.0,18.0,32.0,"15,8","11,2","24,4",8.0,4.0,12.0,"61,5","26,7","85,7"
202310557,"11,1","7,5","1,6",20.0,28.0,10.0,"13,9","15,6","20,8",6.0,14.0,3.0,"46,2","70,0","60,0"
202310566,"10,8","7,5","3,4",14.0,12.0,11.0,"8,6","7,3","16,2",6.0,4.0,7.0,"40,0","40,0","77,8"
202310699,"41,6","6,6","4,6",81.0,48.0,39.0,"13,9","18,1","21,9",7.0,20.0,13.0,"50,0","50,0","72,2"
202310706,"46,7","23,7","25,1",120.0,49.0,70.0,"18,3","12,9","18,6",2.0,3.0,5.0,"14,3","21,4","35,7"
202310812,"22,9","14,9","20,3",33.0,21.0,19.0,"18,0","20,2","15,6",4.0,4.0,3.0,"50,0","80,0","60,0"
202310821,"7,2","3,9","4,7",23.0,15.0,25.0,"14,5","12,9","35,7",8.0,7.0,11.0,"36,4","87,5","73,3"
202310893,"3,8","2,2","2,3",15.0,9.0,5.0,"17,9","11,8","14,7",10.0,6.0,1.0,"47,6","46,2","50,0"
202311016,"17,3","12,3","12,7",18.0,12.0,14.0,"13,0","14,0","15,7",0.0,2.0,2.0,,"33,3","33,3"
202311025,"13,0","4,2","1,8",64.0,27.0,17.0,"22,3","21,6","25,8",13.0,12.0,10.0,"59,1","60,0","76,9"
202311097,"24,6","14,3","9,5",19.0,12.0,4.0,"11,0","14,0","7,0",3.0,1.0,1.0,"42,9","25,0","20,0"
202311104,"8,8","3,6","2,0",12.0,12.0,3.0,"10,5","13,5","15,0",3.0,3.0,1.0,"23,1","75,0","50,0"
202311325,"49,4","23,0","27,5",45.0,15.0,24.0,"13,0","10,9","14,5",3.0,3.0,1.0,"42,9","75,0","20,0"
202311334,"12,6","2,6","2,5",28.0,7.0,17.0,"17,1","10,8","27,0",8.0,4.0,7.0,"61,5","57,1","70,0"
202311634,"49,0","20,6","17,8",51.0,21.0,11.0,"20,8","20,4","10,3",2.0,0.0,0.0,"40,0",,"0,0"
202390089,"18,5","16,1","32,0",11.0,12.0,20.0,"7,4","10,6","10,4",0.0,0.0,1.0,,,"25,0"
202390091,"11,5","5,7","3,5",24.0,18.0,24.0,"9,5","11,3","23,1",10.0,9.0,7.0,"45,5","75,0","53,8"
202390092,"23,0","13,0","14,0",19.0,14.0,14.0,"16,5","17,9","16,7",2.0,3.0,0.0,"40,0","75,0","0,0"
202390094,"7,3","5,0","3,1",14.0,14.0,21.0,"12,7","12,6","33,9",6.0,4.0,12.0,"40,0","66,7","92,3"
202390195,"32,7","28,0","15,3",29.0,29.0,17.0,"12,7","17,3","13,9",1.0,2.0,2.0,"14,3","40,0","28,6"
202390196,"11,4","7,7","2,5",23.0,21.0,20.0,"15,5","11,4","21,1",4.0,9.0,5.0,"30,8","37,5","55,6"
202390197,"70,7","25,2","21,6",21.0,20.0,13.0,"9,9","13,2","8,6",1.0,2.0,0.0,"33,3","40,0","0,0"
202390198,"23,8","13,7","5,0",57.0,36.0,43.0,"14,1","20,2","24,7",8.0,11.0,21.0,"47,1","84,6","80,8"
202390201,"42,4","19,4","15,4",32.0,13.0,17.0,"15,1","13,4","13,8",0.0,2.0,4.0,,"40,0","57,1"
202390202,"21,8","5,4","4,2",35.0,19.0,38.0,"16,1","16,8","23,9",3.0,14.0,17.0,"30,0","66,7","94,4"
202390203,"31,4","18,4","14,8",26.0,19.0,10.0,"16,6","20,7","11,2",2.0,3.0,1.0,"40,0","75,0","20,0"
202390204,"26,4","7,3","4,3",32.0,25.0,21.0,"12,1","16,2","16,3",4.0,13.0,6.0,"40,0","61,9","66,7"
202390205,"41,3","27,8","32,1",48.0,24.0,74.0,"19,4","14,4","23,1",0.0,2.0,0.0,,"40,0","0,0"
202390206,"16,4","6,8","7,2",36.0,19.0,102.0,"15,7","12,7","29,6",6.0,13.0,38.0,"42,9","59,1","79,2"
202390207,"48,0","23,2","18,3",47.0,31.0,50.0,"16,3","14,8","22,7",1.0,2.0,4.0,"16,7","25,0","36,4"
202390208,"20,4","7,0","9,4",137.0,55.0,151.0,"19,8","20,6","31,5",15.0,20.0,38.0,"44,1","52,6","74,5"
202390209,"78,9","23,6","40,9",121.0,22.0,51.0,"19,2","10,4","13,9",4.0,0.0,3.0,"50,0",,"37,5"
202390214,"54,8","16,9","24,9",63.0,19.0,36.0,"23,0","16,1","20,7",1.0,2.0,0.0,"20,0","33,3","0,0"
202390215,"15,1",,"3,2",122.0,,43.0,"26,9",,"39,1",20.0,,17.0,"66,7",,"85,0"
202390216,"20,9","15,8","15,4",51.0,33.0,21.0,"30,5","26,2","27,3",3.0,3.0,1.0,"37,5","42,9","33,3"
202390217,"5,0","4,6","2,0",36.0,31.0,17.0,"26,9","22,6","39,5",14.0,13.0,9.0,"51,9","72,2","100,0"
202390218,"14,0","5,0","3,8",24.0,15.0,23.0,"17,1","14,3","24,5",4.0,8.0,11.0,"40,0","72,7","73,3"
202390227,"87,6","9,7","8,7",79.0,60.0,38.0,"12,9","21,4","14,6",3.0,14.0,12.0,"42,9","48,3","40,0"
202390228,"30,1","4,8","41,0",29.0,0.0,8.0,"8,0",,"6,5",4.0,,0.0,"33,3",,"0,0"
202390237,"53,8","21,0","28,5",50.0,18.0,22.0,"15,5","12,2","12,9",3.0,3.0,2.0,"50,0","50,0","40,0"
202390238,"47,9","8,8","12,5",183.0,28.0,96.0,"15,9","10,6","27,4",7.0,14.0,21.0,"29,2","60,9","75,0"
202390239,"38,8","25,7","30,3",64.0,39.0,30.0,"16,5","16,9","16,5",4.0,4.0,1.0,"40,0","50,0","20,0"
202390240,"17,1","5,0","7,9",109.0,31.0,56.0,"21,2","15,5","30,8",18.0,19.0,15.0,"60,0","65,5","65,2"
202390241,"59,5","16,6","38,6",31.0,16.0,26.0,"8,7","13,8","9,6",0.0,4.0,0.0,,"66,7","0,0"
202390242,"34,2","8,2","12,8",86.0,21.0,84.0,"10,5","8,6","21,2",8.0,10.0,21.0,"33,3","35,7","67,7"
202390243,"48,3","29,1","30,2",97.0,46.0,59.0,"16,8","11,3","10,9",3.0,6.0,1.0,"25,0","50,0","5,6"
202390245,"33,8","29,2","24,7",45.0,22.0,14.0,"13,3","12,6","9,5",1.0,1.0,0.0,"10,0","25,0","0,0"
202390246,"15,2","3,6","3,8",24.0,10.0,19.0,"15,8","11,1","27,5",4.0,3.0,5.0,"40,0","37,5","55,6"
202390247,"21,9","24,2","28,3",27.0,22.0,19.0,"12,3","15,2","11,2",4.0,2.0,0.0,"40,0","50,0","0,0"
202390248,"9,2","3,0","2,8",7.0,13.0,5.0,"7,6","17,1","17,9",2.0,5.0,1.0,"20,0","71,4","50,0"
