yop_kodu,bir_kontenjana_talip_olan_aday_sayisi_2025,ilk_uc_sirada_tercih_eden_sayisi_2025,ilk_uc_sirada_tercih_eden_orani_2025,ilk_uc_tercih_olarak_yerlesen_sayisi_2025,ilk_uc_tercih_olarak_yerlesen_orani_2025
101010061,"23,3",185.0,"24,8",16.0,"50,0"
101010079,"16,8",90.0,"16,7",12.0,"37,5"
101010088,"17,1",238.0,"26,8",25.0,"48,1"
101010097,"6,4",7.0,"5,2",2.0,"9,5"
101010104,"17,8",147.0,"20,1",12.0,"29,3"
101010113,"14,8",136.0,"17,7",31.0,"59,6"
101010122,"40,0",808.0,"38,8",21.0,"40,4"
101010131,"3,4",48.0,"47,5",22.0,"73,3"
101010167,"19,6",222.0,"25,8",23.0,"52,3"
101010176,"23,2",264.0,"21,9",12.0,"23,1"
101010185,"10,1",104.0,"19,9",27.0,"51,9"
101010255,"23,6",1246.0,"25,8",17.0,"8,3"
101010264,"47,6",365.0,"18,2",6.0,"14,3"
101010273,"33,7",608.0,"17,0",17.0,"16,0"
101010282,"31,4",383.0,"19,0",8.0,"12,5"
101010291,"8,0",76.0,"47,5",12.0,"60,0"
101010307,"32,0",833.0,"22,5",12.0,"10,3"
101010316,"36,3",599.0,"25,8",12.0,"18,8"
101010325,"37,0",684.0,"22,0",20.0,"23,8"
101010352,"32,9",367.0,"26,5",22.0,"52,4"
101010361,"22,5",303.0,"32,1",24.0,"57,1"
101010776,"24,9",192.0,"21,4",6.0,"16,7"
101010801,"43,8",937.0,"20,2",81.0,"76,4"
101010819,"83,1",2990.0,"33,9",93.0,"87,7"
101010828,"48,4",1531.0,"29,9",91.0,"85,8"
101010907,"18,6",237.0,"26,1",23.0,"48,9"
101010916,"60,7",2199.0,"34,2",102.0,"96,2"
101010997,"28,1",716.0,"37,0",8.0,"11,6"
101011005,"28,2",354.0,"23,3",11.0,"20,4"
101011014,"25,8",875.0,"49,2",55.0,"79,7"
101011023,"25,1",450.0,"36,6",31.0,"64,6"
101011129,"6,0",3.0,"25,0",1.0,"50,0"
101011192,"3,3",6227.0,"31,4",2675.0,"43,9"
101011226,"108,8",4328.0,"37,5",100.0,"94,3"
101011235,"98,2",4453.0,"42,8",96.0,"90,6"
101011305,"20,9",534.0,"35,5",47.0,"65,3"
101090527,"1,0",0.0,"0,0",,
101090535,"33,4",435.0,"24,1",14.0,"25,9"
101090550,"4,1",3539.0,"27,4",1449.0,"46,0"
101090566,"22,0",208.0,"22,5",14.0,"33,3"
101090573,"27,7",215.0,"26,7",15.0,"51,7"
101090580,"30,0",658.0,"34,3",16.0,"25,0"
101090587,"18,5",231.0,"21,2",12.0,"20,7"
101110015,"21,3",267.0,"22,0",12.0,"21,1"
101110024,"17,4",237.0,"20,4",12.0,"17,9"
101110033,"11,0",157.0,"27,4",20.0,"38,5"
101110042,"8,4",135.0,"26,0",29.0,"46,8"
101110051,"13,9",120.0,"33,1",15.0,"57,7"
101110069,"15,4",246.0,"28,1",28.0,"49,1"
101110087,"12,0",189.0,"30,3",31.0,"59,6"
101110096,"6,7",154.0,"29,8",42.0,"54,5"
101110103,"9,4",83.0,"21,6",12.0,"29,3"
101110121,"6,2",61.0,"18,9",14.0,"26,9"
101110139,"13,2",132.0,"24,4",23.0,"56,1"
101110148,"20,5",246.0,"21,0",20.0,"35,1"
101110166,"5,4",45.0,"23,1",10.0,"27,8"
101110175,"8,2",35.0,"17,2",10.0,"40,0"
101110184,"7,8",44.0,"18,3",9.0,"29,0"
101110193,"32,9",812.0,"34,2",29.0,"40,3"
101110209,"29,1",510.0,"37,3",27.0,"57,4"
101110218,"22,2",282.0,"22,3",24.0,"42,1"
101110227,"25,5",665.0,"50,1",39.0,"75,0"
101110236,"19,6",364.0,"39,5",30.0,"63,8"
101110245,"9,9",57.0,"15,9",14.0,"38,9"
101110263,"28,8",877.0,"49,0",39.0,"62,9"
101110272,"31,2",315.0,"28,0",14.0,"38,9"
101110281,"16,5",164.0,"32,1",23.0,"74,2"
101110299,"22,5",385.0,"55,2",22.0,"71,0"
101110306,"18,4",195.0,"25,8",9.0,"22,0"
101110315,"10,9",39.0,"17,0",9.0,"42,9"
101110324,"27,5",407.0,"47,8",20.0,"64,5"
101110333,"19,2",207.0,"34,8",23.0,"74,2"
101110342,"5,7",26.0,"14,7",10.0,"32,3"
101110351,"14,2",74.0,"20,1",13.0,"50,0"
101110369,"19,5",880.0,"39,8",73.0,"64,6"
101110378,"32,0",787.0,"30,0",29.0,"35,4"
101110387,"10,7",30.0,"13,3",5.0,"23,8"
101110403,"19,4",294.0,"34,5",17.0,"38,6"
101110412,"22,6",268.0,"33,0",13.0,"36,1"
101110421,"29,7",582.0,"37,7",16.0,"30,8"
101110439,"14,3",175.0,"29,9",20.0,"48,8"
101110457,"17,0",239.0,"29,8",18.0,"38,3"
101110466,"10,5",193.0,"25,5",18.0,"25,0"
101110475,"16,0",181.0,"27,6",16.0,"39,0"
101110484,"25,6",262.0,"25,0",9.0,"22,0"
101110493,"18,4",226.0,"19,8",15.0,"24,2"
101110509,"15,1",285.0,"30,4",25.0,"40,3"
101110518,"22,5",3387.0,"73,3",174.0,"84,9"
101110536,"10,3",618.0,"39,5",108.0,"71,1"
101110554,"22,4",310.0,"33,8",26.0,"63,4"
101110563,"23,3",304.0,"31,8",23.0,"56,1"
101110572,"31,0",544.0,"42,8",34.0,"82,9"
101110581,"18,0",444.0,"28,1",35.0,"39,8"
101110651,"29,4",270.0,"32,8",9.0,"32,1"
101110669,"32,4",1146.0,"31,3",37.0,"32,7"
101110678,"35,1",2933.0,"50,9",53.0,"32,3"
101110696,"24,2",483.0,"32,2",24.0,"38,7"
101110775,"12,9",2613.0,"58,8",293.0,"85,2"
101110784,"23,7",1775.0,"60,9",48.0,"39,0"
101110793,"27,4",347.0,"30,9",10.0,"24,4"
101110899,"15,8",117.0,"28,4",16.0,"61,5"
101110915,"13,9",99.0,"22,9",17.0,"54,8"
101110924,"17,1",260.0,"32,3",18.0,"38,3"
101110933,"31,9",420.0,"42,5",14.0,"45,2"
101110942,"13,2",273.0,"44,1",29.0,"61,7"
101110969,"11,7",114.0,"20,7",15.0,"31,9"
101110978,"16,8",203.0,"25,7",17.0,"36,2"
101110987,"18,1",103.0,"18,4",12.0,"38,7"
101110996,"15,5",178.0,"27,9",13.0,"31,7"
101111004,"11,4",82.0,"23,3",14.0,"45,2"
101111013,"19,0",156.0,"26,5",6.0,"19,4"
101111022,"19,7",480.0,"29,6",33.0,"40,2"
101111031,"41,7",454.0,"35,1",8.0,"25,8"
101111049,"10,9",124.0,"40,8",24.0,"85,7"
101111094,"17,2",114.0,"21,4",12.0,"38,7"
101111191,"34,8",516.0,"23,9",13.0,"21,0"
101111279,"27,4",255.0,"30,0",6.0,"19,4"
101111288,"16,6",204.0,"19,9",16.0,"25,8"
101111304,"15,7",155.0,"31,9",13.0,"41,9"
101111313,"29,0",153.0,"25,2",5.0,"23,8"
101111322,"55,5",362.0,"31,1",5.0,"23,8"
101111331,"44,9",799.0,"57,4",14.0,"45,2"
101111349,"41,2",448.0,"26,5",15.0,"36,6"
101111367,"15,4",253.0,"26,6",28.0,"45,2"
101111376,"11,5",126.0,"23,4",16.0,"34,0"
101111385,"6,8",181.0,"34,7",45.0,"58,4"
101111394,"24,6",692.0,"59,9",38.0,"80,9"
101111401,"9,3",90.0,"31,3",8.0,"25,8"
101190201,"14,3",83.0,"27,6",9.0,"42,9"
101190204,"2,0",0.0,"0,0",,
101190205,"4,0",1.0,"12,5",1.0,"100,0"
101190208,"25,7",762.0,"44,3",59.0,"88,1"
101190209,"16,3",217.0,"23,4",19.0,"33,3"
101190210,"28,5",402.0,"18,3",13.0,"16,9"
101190211,"16,3",158.0,"15,6",14.0,"22,6"
101190216,"4,7",14.0,"11,6",3.0,"11,5"
101190217,"9,0",35.0,"15,0",6.0,"23,1"
101190339,"21,9",268.0,"29,9",8.0,"19,5"
101190340,"13,3",277.0,"31,1",32.0,"47,8"
101190406,"42,0",344.0,"39,0",15.0,"71,4"
101190408,"47,4",524.0,"27,0",10.0,"24,4"
101190413,"7,2",89.0,"30,3",24.0,"58,5"
101190414,"10,4",53.0,"12,5",7.0,"17,1"
101190416,"11,5",43.0,"14,3",4.0,"15,4"
101190420,"8,4",106.0,"22,2",24.0,"42,1"
101190421,"16,1",214.0,"25,5",23.0,"44,2"
101190422,"8,6",61.0,"22,9",8.0,"25,8"
101190424,"14,5",201.0,"22,3",10.0,"16,1"
101190427,"5,9",460.0,"76,0",97.0,"94,2"
101190428,"8,7",220.0,"24,4",55.0,"53,4"
101190429,"8,4",590.0,"68,3",85.0,"82,5"
101190430,"5,4",339.0,"60,4",80.0,"77,7"
101190431,"22,4",466.0,"40,0",46.0,"88,5"
101190432,"3,8",234.0,"60,5",87.0,"84,5"
101190433,"11,1",294.0,"25,8",62.0,"60,2"
101190434,"18,6",354.0,"18,5",48.0,"46,6"
101190435,"25,9",369.0,"27,4",38.0,"73,1"
101190436,"102,0",909.0,"34,3",21.0,"80,8"
101190514,"13,0",15.0,"57,7",2.0,"100,0"
101190517,"21,1",99.0,"27,6",8.0,"47,1"
101190520,"8,7",2017.0,"22,5",352.0,"34,3"
101190521,"60,5",2744.0,"44,1",85.0,"82,5"
101190570,"34,7",246.0,"19,7",2.0,"5,6"
101190577,"23,4",177.0,"24,4",11.0,"35,5"
101190584,"19,8",397.0,"29,9",23.0,"34,3"
101190598,"2,7",8.0,"29,6",4.0,"40,0"
101190619,"4,0",1.0,"25,0",1.0,"100,0"
101190626,"4,0",3.0,"37,5",2.0,"100,0"
101190633,"10,6",130.0,"34,2",13.0,"36,1"
101190689,"6,5",14.0,"53,8",3.0,"75,0"
101190696,"5,0",0.0,"0,0",0.0,"0,0"
101190703,"44,6",599.0,"43,3",19.0,"61,3"
101190710,"6,0",2.0,"33,3",1.0,"100,0"
101190717,"4,0",0.0,"0,0",,
101190724,"43,4",241.0,"17,9",3.0,"9,7"
101190731,"33,4",328.0,"31,7",0.0,"0,0"
101190738,"43,9",597.0,"26,1",9.0,"17,3"
101190745,"57,8",550.0,"23,2",3.0,"7,3"
101190752,"36,0",642.0,"34,3",4.0,"7,7"
101190759,"36,9",847.0,"44,1",12.0,"23,1"
101190766,"34,5",585.0,"32,6",20.0,"38,5"
101210086,"69,9",278.0,"12,4",7.0,"21,9"
101210095,"63,2",199.0,"9,8",7.0,"21,9"
101210102,"30,3",99.0,"10,2",10.0,"31,3"
101210183,"17,7",143.0,"19,3",5.0,"11,9"
101210208,"11,5",126.0,"12,6",42.0,"48,3"
101290062,"57,2",166.0,"9,1",5.0,"15,6"
101290082,"15,1",101.0,"20,9",8.0,"25,0"
101290084,"28,7",27.0,"9,4",3.0,"33,3"
101290085,"7,5",65.0,"17,7",9.0,"18,4"
101290093,"2,8",3.0,"1,9",2.0,"6,9"
101290107,"10,4",39.0,"9,0",12.0,"29,3"
101290114,"8,0",36.0,"7,6",10.0,"16,9"
101290121,"30,4",49.0,"7,3",2.0,"9,1"
101290128,"16,5",84.0,"9,4",3.0,"5,7"
101290135,"7,4",28.0,"14,0",5.0,"19,2"
101290142,"23,5",49.0,"7,7",10.0,"37,0"
101290149,"23,9",54.0,"8,4",9.0,"33,3"
101290156,"14,6",64.0,"13,7",10.0,"31,3"
101290163,"10,3",55.0,"16,8",12.0,"38,7"
101290317,"53,0",97.0,"8,3",9.0,"40,9"
101290324,"210,7",1746.0,"25,9",1.0,"3,1"
101290331,"14,0",129.0,"17,1",22.0,"40,7"
101310013,"34,5",202.0,"14,3",3.0,"7,3"
101310022,"20,4",275.0,"32,1",11.0,"26,2"
101310031,"13,7",69.0,"15,7",5.0,"15,6"
101310058,"21,4",122.0,"26,0",2.0,"9,1"
101310101,"8,2",51.0,"19,4",16.0,"50,0"
101310128,"7,8",49.0,"15,0",15.0,"35,7"
101310137,"6,8",23.0,"10,6",12.0,"38,7"
101310146,"9,4",45.0,"11,7",20.0,"48,8"
101310155,"16,1",95.0,"14,0",9.0,"22,0"
101310164,"13,2",78.0,"14,4",23.0,"56,1"
101310207,"17,2",69.0,"12,6",6.0,"18,8"
101310216,"2,1",1.0,"4,3",1.0,"20,0"
101310234,"9,1",144.0,"16,4",56.0,"58,3"
101310243,"20,8",86.0,"14,3",2.0,"6,9"
101310252,"55,5",546.0,"13,3",2.0,"2,7"
101310261,"14,4",55.0,"12,0",6.0,"18,8"
101370248,"17,4",96.0,"8,6",1.0,"1,6"
101370263,"17,0",39.0,"7,4",8.0,"25,8"
101370264,"20,3",148.0,"17,4",10.0,"23,8"
101370270,"13,6",83.0,"19,1",10.0,"31,3"
101370275,"35,2",169.0,"15,5",9.0,"29,0"
101370276,"23,5",33.0,"12,7",4.0,"40,0"
101370286,"8,6",56.0,"17,7",6.0,"16,7"
101370293,"11,0",18.0,"4,0",2.0,"4,9"
101370300,"15,9",105.0,"12,2",8.0,"14,8"
101370307,"6,3",1.0,"1,4",1.0,"9,1"
101370314,"6,2",29.0,"12,7",14.0,"37,8"
101370356,"21,5",133.0,"14,8",9.0,"21,4"
101370370,"14,7",157.0,"16,7",24.0,"37,5"
101370377,"13,4",109.0,"16,6",8.0,"16,3"
101410012,"29,4",362.0,"16,0",2.0,"2,6"
101410021,"36,7",224.0,"11,7",6.0,"11,5"
101410039,"10,0",104.0,"15,5",9.0,"13,4"
101410048,"6,5",101.0,"23,1",26.0,"38,8"
101410057,"12,1",70.0,"18,6",15.0,"48,4"
101410066,"11,6",75.0,"15,8",12.0,"29,3"
101410075,"9,6",74.0,"18,9",16.0,"39,0"
101410084,"3,0",17.0,"15,7",10.0,"27,8"
101410093,"12,8",97.0,"21,0",20.0,"55,6"
101410109,"11,7",49.0,"11,6",9.0,"25,0"
101410136,"12,7",81.0,"15,5",5.0,"12,2"
101410145,"11,9",125.0,"15,7",17.0,"25,4"
101410154,"12,9",61.0,"18,2",11.0,"42,3"
101410163,"10,0",87.0,"21,2",20.0,"48,8"
101410172,"13,4",97.0,"23,4",20.0,"64,5"
101410181,"10,5",87.0,"26,9",16.0,"51,6"
101410206,"38,6",699.0,"17,6",30.0,"29,1"
101410215,"23,3",311.0,"21,5",25.0,"40,3"
101410224,"21,6",450.0,"25,4",40.0,"48,8"
101410233,"21,4",372.0,"33,4",28.0,"53,8"
101410242,"9,2",540.0,"40,9",114.0,"79,7"
101410251,"19,7",161.0,"19,9",18.0,"43,9"
101410269,"18,2",150.0,"20,1",24.0,"58,5"
101410278,"10,7",86.0,"15,5",4.0,"7,7"
101410303,"7,7",57.0,"23,8",19.0,"61,3"
101410321,"0,4",1.0,"25,0",1.0,"50,0"
101410339,"1,5",1.0,"5,9",0.0,"0,0"
101410357,"7,4",49.0,"12,7",6.0,"11,5"
101410366,"6,3",28.0,"8,5",10.0,"19,2"
101410375,"26,1",348.0,"25,7",32.0,"61,5"
101410393,"6,9",31.0,"14,4",10.0,"32,3"
101410409,"16,8",246.0,"33,3",24.0,"54,5"
101410418,"11,7",132.0,"27,5",14.0,"34,1"
101410427,"17,4",337.0,"37,3",30.0,"57,7"
101410436,"8,9",97.0,"26,6",25.0,"61,0"
101410445,"7,5",60.0,"25,8",22.0,"71,0"
101410454,"4,6",60.0,"24,9",32.0,"61,5"
101410463,"8,7",124.0,"27,6",27.0,"51,9"
101410472,"0,5",0.0,"0,0",,
101410481,"18,1",162.0,"12,5",5.0,"6,9"
101410499,"8,5",27.0,"7,8",5.0,"12,2"
101410506,"10,9",21.0,"7,4",3.0,"11,5"
101410515,"16,8",69.0,"6,6",6.0,"9,7"
101410524,"18,1",639.0,"21,6",92.0,"56,1"
101410533,"33,7",506.0,"24,2",18.0,"29,0"
101410542,"1,7",1.0,"5,3",0.0,"0,0"
101410551,"13,3",222.0,"27,0",17.0,"27,4"
101410806,"6,9",102.0,"22,2",24.0,"35,8"
101410815,"9,0",142.0,"23,5",28.0,"41,8"
101410824,"16,7",103.0,"15,0",6.0,"14,6"
101410833,"12,5",96.0,"11,5",10.0,"14,9"
101410842,"21,2",180.0,"20,7",14.0,"34,1"
101410851,"19,4",140.0,"17,6",9.0,"22,0"
101410869,"18,8",108.0,"18,5",11.0,"35,5"
101410878,"19,0",135.0,"22,9",14.0,"45,2"
101410887,"14,2",115.0,"26,1",17.0,"54,8"
101410912,"17,8",93.0,"16,8",12.0,"38,7"
101410921,"14,4",45.0,"10,1",9.0,"29,0"
101410939,"16,6",70.0,"13,6",5.0,"16,1"
101410948,"11,0",112.0,"21,7",14.0,"29,8"
101410966,"36,4",580.0,"15,5",15.0,"14,6"
101410975,"22,0",158.0,"25,7",13.0,"46,4"
101410993,"15,6",252.0,"24,2",22.0,"32,8"
101411001,"10,4",126.0,"19,5",15.0,"24,2"
101411037,"14,9",279.0,"24,3",31.0,"40,3"
101411046,"2,8",1.0,"1,7",1.0,"4,8"
101411091,"11,0",88.0,"17,0",8.0,"17,0"
101411116,"18,3",395.0,"29,9",35.0,"48,6"
101411125,"16,4",125.0,"24,6",9.0,"29,0"
101411143,"13,5",313.0,"32,3",36.0,"50,0"
101411152,"10,6",165.0,"17,7",21.0,"23,9"
101411161,"3,5",13.0,"9,2",8.0,"19,5"
101411213,"3,0",0.0,"0,0",,
101411258,"14,6",89.0,"19,6",6.0,"19,4"
101411267,"24,8",362.0,"35,6",31.0,"75,6"
101411276,"32,2",295.0,"29,6",11.0,"35,5"
101411301,"31,1",192.0,"19,9",10.0,"32,3"
101411319,"24,1",1698.0,"31,2",115.0,"50,9"
101490295,"10,7",195.0,"45,8",26.0,"65,0"
101490363,"26,5",431.0,"31,3",17.0,"32,7"
101490364,"20,4",363.0,"21,7",18.0,"22,0"
101490366,"8,2",127.0,"15,0",16.0,"15,5"
101490367,"10,5",219.0,"23,8",33.0,"37,5"
101490393,"14,8",200.0,"21,8",23.0,"37,1"
101490394,"6,4",43.0,"21,7",14.0,"45,2"
101490403,"9,1",111.0,"13,9",20.0,"22,7"
101490406,"10,1",70.0,"22,3",7.0,"22,6"
101490408,"27,0",533.0,"37,9",22.0,"42,3"
101490467,"12,0",90.0,"16,0",4.0,"8,5"
101490468,"22,2",271.0,"19,7",30.0,"48,4"
101490469,"29,3",190.0,"43,2",13.0,"86,7"
101490471,"30,9",70.0,"32,4",3.0,"42,9"
101490472,"23,7",288.0,"31,2",11.0,"28,2"
101490473,"11,0",155.0,"17,2",22.0,"26,8"
101490474,"22,0",98.0,"14,4",10.0,"32,3"
101490475,"14,5",86.0,"19,1",7.0,"22,6"
101490476,"8,0",68.0,"13,7",12.0,"19,4"
101490480,"12,3",42.0,"11,0",10.0,"32,3"
101490481,"11,7",47.0,"12,9",9.0,"29,0"
101490495,"0,9",1.0,"10,0",,
101490502,"0,3",0.0,"0,0",,
101490551,"1,0",0.0,"0,0",,
101490558,"64,8",1919.0,"28,8",76.0,"73,8"
101490565,"93,7",3651.0,"37,8",96.0,"93,2"
101490572,"7,4",3356.0,"24,6",712.0,"38,6"
101490579,"54,8",3865.0,"27,4",184.0,"71,6"
101490586,"85,6",2985.0,"33,9",88.0,"85,4"
101490593,"48,1",2870.0,"23,2",186.0,"72,4"
101490600,"11,9",1604.0,"18,8",239.0,"33,3"
101490607,"43,7",1252.0,"27,8",85.0,"82,5"
101490621,"4,9",2276.0,"22,9",695.0,"33,9"
101490628,"6,7",1671.0,"24,3",594.0,"58,0"
101490635,"13,5",1563.0,"22,6",275.0,"53,6"
101490845,,,,,
101490866,"18,0",230.0,"20,6",13.0,"21,0"
101490873,"12,5",92.0,"18,0",16.0,"39,0"
101490880,"16,5",154.0,"30,2",12.0,"38,7"
101490887,"5,2",21.0,"13,0",6.0,"19,4"
101490894,"9,7",67.0,"22,3",8.0,"25,8"
101510011,"17,0",54.0,"9,9",6.0,"19,4"
101510029,"12,1",89.0,"17,5",14.0,"33,3"
101510038,"16,2",41.0,"9,4",6.0,"23,1"
101510047,"28,0",93.0,"9,0",1.0,"2,8"
101510056,"19,5",140.0,"13,3",2.0,"3,8"
101510065,"9,6",70.0,"17,4",14.0,"33,3"
101510074,"15,4",77.0,"15,6",15.0,"46,9"
101510083,"13,8",70.0,"15,8",12.0,"38,7"
101510108,"43,1",191.0,"8,5",4.0,"7,7"
101510117,"24,9",188.0,"11,3",5.0,"7,5"
101510126,"26,2",56.0,"5,2",8.0,"19,5"
101510144,"36,7",245.0,"9,3",3.0,"4,2"
101510153,"12,9",66.0,"7,1",12.0,"16,7"
101510171,"1,6",0.0,"0,0",0.0,"0,0"
101510189,"3,8",1.0,"2,4",1.0,"20,0"
101510205,"11,8",34.0,"7,1",12.0,"29,3"
101510214,"33,0",235.0,"17,4",11.0,"26,8"
101510223,"3,7",2.0,"4,9",2.0,"40,0"
101510232,"15,5",64.0,"15,9",11.0,"42,3"
101510241,"19,3",132.0,"15,5",17.0,"38,6"
101510259,"30,9",188.0,"16,9",7.0,"19,4"
101510268,"9,1",82.0,"19,2",28.0,"59,6"
101510277,"9,0",51.0,"26,8",14.0,"66,7"
101510286,"9,9",94.0,"18,3",21.0,"40,4"
101510295,"45,9",583.0,"13,2",9.0,"9,4"
101510302,"60,3",788.0,"15,5",36.0,"42,9"
101510408,"47,8",266.0,"10,3",8.0,"15,4"
101510417,"55,4",378.0,"12,6",8.0,"15,4"
101510435,"25,9",461.0,"10,2",17.0,"9,7"
101510471,"52,1",542.0,"24,8",7.0,"16,7"
101510489,"20,5",184.0,"21,3",10.0,"23,8"
101510523,"18,3",205.0,"16,2",16.0,"23,9"
101510541,"22,1",111.0,"12,3",12.0,"29,3"
101510559,"47,7",394.0,"15,3",8.0,"15,4"
101510568,"27,1",331.0,"16,5",19.0,"26,4"
101510577,"23,8",126.0,"12,6",3.0,"7,1"
101510586,"30,7",277.0,"16,7",15.0,"27,8"
101510595,"20,9",12.0,"2,7",2.0,"9,5"
101510674,"21,2",222.0,"13,6",9.0,"11,7"
101590104,"25,9",205.0,"16,1",13.0,"27,1"
101590106,"36,3",568.0,"25,2",15.0,"24,2"
101590107,"10,4",75.0,"22,6",10.0,"31,3"
101590114,"29,2",324.0,"20,5",5.0,"9,3"
101590128,"39,6",248.0,"11,6",5.0,"9,3"
101590157,"64,5",530.0,"15,8",2.0,"3,8"
101590189,"19,4",170.0,"13,7",7.0,"11,1"
101590196,"18,0",204.0,"17,7",15.0,"24,2"
101590210,"16,5",102.0,"14,8",4.0,"9,5"
101590217,"18,6",178.0,"19,5",7.0,"14,3"
101590259,"5,9",0.0,"0,0",0.0,"0,0"
101590273,"9,2",188.0,"19,4",66.0,"62,9"
101590280,"19,3",43.0,"18,5",9.0,"81,8"
101610028,"30,3",280.0,"28,8",8.0,"25,0"
101610037,"16,7",104.0,"14,8",6.0,"14,3"
101610046,"40,5",213.0,"12,5",6.0,"14,6"
101610055,"43,0",279.0,"15,4",10.0,"23,8"
101610064,"25,9",181.0,"14,3",9.0,"18,8"
101610073,"16,0",158.0,"15,5",8.0,"12,9"
101610082,"31,2",34.0,"4,2",2.0,"7,7"
101610091,"4,7",2.0,"3,8",0.0,"0,0"
101610116,"8,5",1.0,"1,1",1.0,"9,1"
101610125,"0,3",0.0,"0,0",,
101610134,"31,5",163.0,"11,0",4.0,"8,5"
101610143,"10,9",66.0,"14,8",22.0,"53,7"
101610161,"17,4",103.0,"18,5",14.0,"43,8"
101610179,"9,9",39.0,"12,3",13.0,"40,6"
101610197,"21,0",61.0,"9,1",5.0,"16,1"
101610204,"19,1",96.0,"15,7",9.0,"29,0"
101610231,"11,5",57.0,"15,4",11.0,"35,5"
101610249,"4,3",5.0,"10,6",3.0,"50,0"
101610258,"19,1",60.0,"10,2",17.0,"54,8"
101610285,"22,0",71.0,"10,4",6.0,"19,4"
101610294,"11,9",66.0,"17,3",10.0,"31,3"
101610319,"11,0",136.0,"17,9",36.0,"52,2"
101610337,"12,1",62.0,"19,0",7.0,"26,9"
101690090,"26,1",236.0,"21,5",8.0,"19,0"
101690091,"18,2",157.0,"15,9",15.0,"28,8"
101690093,"15,6",147.0,"10,7",17.0,"19,3"
101690094,"29,1",83.0,"7,0",7.0,"17,1"
101690096,"37,1",167.0,"14,5",2.0,"6,5"
101690097,"9,5",32.0,"12,5",6.0,"22,2"
101690098,"11,6",171.0,"23,0",20.0,"31,3"
101690100,"53,8",538.0,"13,5",5.0,"6,8"
101690108,"8,8",88.0,"20,4",15.0,"31,9"
101690109,"16,0",137.0,"13,4",5.0,"8,1"
101690110,"18,3",90.0,"18,3",3.0,"11,1"
101690113,"28,8",202.0,"22,0",8.0,"25,0"
101690117,"1,5",17.0,"31,5",11.0,"84,6"
101690118,"9,7",87.0,"16,6",18.0,"34,0"
101690120,"24,0",206.0,"15,9",14.0,"25,9"
101690134,"47,5",168.0,"13,6",9.0,"34,6"
101690141,"86,9",544.0,"20,2",8.0,"25,8"
101690155,"121,6",465.0,"12,0",1.0,"3,1"
101710027,"2,8",0.0,"0,0",0.0,"0,0"
101710081,"8,0",49.0,"19,1",18.0,"56,3"
101710099,"9,8",66.0,"21,2",11.0,"35,5"
101710115,"10,3",54.0,"19,4",12.0,"44,4"
101710124,"11,0",77.0,"21,9",17.0,"53,1"
101710133,"4,7",11.0,"21,2",5.0,"45,5"
101710178,"25,0",202.0,"25,2",26.0,"83,9"
101710266,"8,5",60.0,"22,1",21.0,"65,6"
101710293,"14,8",152.0,"24,5",22.0,"52,4"
101710309,"4,9",12.0,"22,2",4.0,"36,4"
101710318,"5,9",203.0,"33,0",86.0,"81,9"
101710336,"3,1",17.0,"7,6",15.0,"27,3"
101790100,"20,3",138.0,"21,2",14.0,"43,8"
101790103,"14,6",138.0,"14,8",8.0,"12,7"
101790111,"16,8",42.0,"20,9",10.0,"90,9"
101790113,"47,6",890.0,"34,6",43.0,"79,6"
101790114,"13,5",245.0,"43,3",34.0,"81,0"
101790135,"23,6",178.0,"17,9",23.0,"54,8"
101790163,"8,9",65.0,"17,4",8.0,"19,5"
101790170,"11,5",126.0,"26,2",23.0,"54,8"
101790177,"3,8",13.0,"31,0",6.0,"54,5"
101790184,"42,0",137.0,"10,5",0.0,"0,0"
101810098,"50,6",113.0,"8,3",4.0,"14,8"
101810105,"54,7",139.0,"9,4",8.0,"29,6"
101810132,"9,4",238.0,"17,3",96.0,"65,3"
101810168,"10,0",34.0,"10,7",8.0,"25,0"
101810195,"8,4",31.0,"11,6",13.0,"40,6"
101810229,"18,7",85.0,"15,7",3.0,"10,3"
101810238,"19,0",96.0,"15,8",5.0,"16,1"
101810256,"9,7",89.0,"18,7",2.0,"4,3"
101890035,"17,0",61.0,"11,2",10.0,"31,3"
101890037,"13,4",62.0,"14,5",5.0,"15,6"
101890039,"12,6",75.0,"11,0",14.0,"26,4"
101890057,"16,5",90.0,"12,9",15.0,"35,7"
101890062,"26,2",68.0,"16,2",11.0,"73,3"
101890064,"8,5",88.0,"24,5",16.0,"39,0"
101890077,"83,3",637.0,"14,2",5.0,"9,3"
101890210,"1,7",2.0,"7,4",1.0,"33,3"
101890217,"7,9",35.0,"8,5",12.0,"23,1"
101890224,"33,5",210.0,"15,3",7.0,"17,1"
101890231,"9,3",54.0,"14,2",23.0,"56,1"
101890238,"10,0",70.0,"13,5",23.0,"44,2"
101890245,"20,5",141.0,"16,8",0.0,"0,0"
101890252,"31,8",262.0,"18,7",9.0,"20,5"
101890259,,,,,
101910016,"22,4",165.0,"11,5",8.0,"12,9"
101910025,"32,7",168.0,"12,2",3.0,"7,1"
101910043,"27,5",91.0,"6,4",3.0,"5,8"
101910052,"12,8",102.0,"9,1",3.0,"3,4"
101910097,"10,6",75.0,"16,8",16.0,"39,0"
101910104,"13,8",88.0,"11,8",6.0,"11,5"
101910113,"10,2",58.0,"17,8",18.0,"56,3"
